 Current Liability to Current Assets, Liability-Assets Flag, Total expense/Assets, Cash/Current Liability, Fixed Assets Turnover Frequency, Fixed Assets to Assets, Net Value Growth Rate, Revenue per person, Total assets to GNP price, Quick Asset Turnover Rate, Tax rate (A), Cash/Total Assets,Bankrupt?
0.038566674,0,0.047604697,0.006145781,0.000281417,0.352564275,0.000448081,0.021714672,0.001210295,8010000000,0.547018929,0.115900423,0
0.009153014,0,0.06481992,0.025102192,0.000528035,0.190114424,0.000644497,0.013380726,0.000622132,0.00012197,0.068326754,0.214741222,0
0.04351315,0,0.057123915,0.00089458,0.000526522,0.218865426,0.000417661,0.008897963,0.000481568,9500000000,0,0.035221606,0
0.050575689,0,0.03254637,0.00947167,0.000259479,0.149184237,0.000400443,0.018210126,0.003033114,0.000131847,0,0.197109044,0
0.042175441,0,0.04445667,0.001396249,0.000960752,0.101167285,0.000444862,0.053326087,0.001804039,0.00010113,0,0.05293715,1
0.039529068,0,0.007007212,0.002330448,0.001019002,0.050678679,0.00055541,0.031717169,0.001326853,0.000176083,0.054560178,0.045354708,0
0.032850007,0,0.019089304,0.009421646,0.003992039,0.02911062,0.000471638,0.169037792,0.100042678,9740000000,0.094139083,0.23616232,0
0.098373316,0,0.027549232,0.002799398,0.000545435,0.075306389,0.000431761,0.024907833,0.002788438,4360000000,0,0.052842212,0
0.030883975,0,0.016575964,0.0060055,0.002282354,0.055053011,0.000513162,0.140913297,0.045165142,6780000000,0.108310558,0.125637532,0
0.02444769,0,0.009519807,0.01307674,0.005523947,0.024963128,0.000477178,0.25083501,0.121254332,8080000000,0.130478793,0.247508465,0
0.028306807,0,0.014097013,0.014357868,0.000810966,0.088609094,0.000512189,0.102483733,0.026453918,0.000149945,0.003441644,0.26652422,0
0.024322959,0,0.034711345,0.010274356,0.00105834,0.148789252,0.000472861,0.092296168,0.007682636,6360000000,0.160137666,0.164868834,0
0.033506285,0,0.029605212,9410000000,0.001587132,0.066461138,0.00042128,0.107295507,0.089997173,9070000000,0,0.002030361,0
0.038199209,0,0.007295288,0.003511761,0.003535114,0.03306386,0.000465923,0.335046928,0.128326,8890000000,0.122988157,0.096105565,0
0.03720268,0,0.014922125,0.000797093,0.007557413,0.021391482,0.000467421,0.196101817,0.080828453,0.000104383,0.032290718,0.028529133,0
0.034572121,0,0.012320935,0.002437577,0.001530395,0.043972895,0.000523817,0.05591998,0.204798516,0.00010616,0.121267335,0.058324093,0
0.024901184,0,0.059035099,0.0107803,0.001311011,0.061061393,0.000394005,0.046954453,0.004318312,0.000137773,0,0.190218358,0
0.025404261,0,0.029600597,0.000725298,0.00071716,0.083269907,0.000422004,0.043526284,0.009172737,0.000133714,0,0.009646615,0
0.033544238,0,0.041374415,0.010397211,0.000582503,0.115426378,0.000407056,0.052823759,0.003900606,7220000000,0,0.239615484,0
0.023876647,0,0.024897004,0.012467662,0.00149257,0.067223462,0.000466173,0.081477021,0.007399881,0.000129228,0.20558761,0.235399911,0
0.029387702,0,0.026187447,0.004301979,0.001134747,0.091336817,0.000447332,0.041508159,0.032389606,6140000000,0.099605223,0.105752223,0
0.032946345,0,0.026123689,0.005383311,0.001789874,0.07436429,0.000460358,0.107712645,0.038788241,5810000000,0,0.149217772,0
0.010488872,0,0.026217415,0.027382124,0.000661936,0.103385358,0.000478575,0.024499508,0.004897785,0.000104717,0.026925802,0.164979876,0
0.032989046,0,0.018954309,0.006895764,0.004099461,0.045875552,0.000461107,0.384339703,0.162264085,7540000000,0.195060229,0.2081121,0
0.04424876,0,0.022077335,0.00061459,0.003719699,0.036171735,0.000471788,0.099355199,0.009342136,4010000000,0.219252961,0.013654552,0
0.030351904,0,0.007944262,0.009193367,0.000301843,0.133009376,0.000508895,0.038505941,0.004672386,0.000161186,0.145358842,0.116986369,0
0.012257781,0,0.016048366,0.018183698,0.000405483,0.112557162,0.000598631,0.026943584,0.014641469,0.000179652,0.052333232,0.12471138,0
0.010364886,0,0.013619311,0.02924652,0.000953944,0.056889348,0.000470215,0.019109029,0.003267898,0.000233055,0.191821035,0.295149186,0
0.031968277,0,0.027600265,0.002249374,0.001860984,0.050796247,0.000485537,0.10053611,0.002930882,7770000000,0.173803016,0.069239698,0
0.022850212,0,0.024713297,0.010305198,0.000291252,0.281235763,0.000429365,0.026538196,0.003508463,0.000101024,0.040692378,0.139533567,0
0.014835629,0,0.032119328,0.041548397,0.000307138,0.167646112,0.000529033,0.011565295,0.003924694,0.000246797,0,0.489487833,0
0.028140997,0,0.026357957,0.005355412,0.000625624,0.151803738,0.000413769,0.139670696,0.001049508,0.000103713,0,0.083124253,0
0.043628102,0,0.022998071,0.00232316,0.004593454,0.044594987,0.000597682,0.253252648,0.004978447,7630000000,0.071363498,0.095506039,0
0.027479376,0,0.039142303,0.008483571,0.000229219,0.257991334,0.000485438,0.012578764,0.001476117,0.000103349,0.02560988,0.123546901,0
0.03015967,0,0.054526371,0.002593501,0.001264108,0.138304952,0.000419009,0.04937209,0.004216113,5600000000,0,0.074127874,0
0.004969954,0,0.003096411,0.118802963,635000000,0.08691409,0.000734258,0.006594892,0.013993772,0.001153631,0.010324932,0.224026551,0
0.028719958,0,0.015314231,0.010298228,0.000543165,0.07111966,0.00049512,0.043217837,0.001523628,0.000217149,0.231804839,0.139291898,0
0.026214679,0,0.041806469,0.006687292,0.034002304,0.00869761,0.000559103,0.129500756,0.011530049,3740000000,0.101123596,0.169604385,0
0.029577995,0,0.025569147,0.009309888,0.000564347,0.196886742,0.000444288,0.078515929,0.004036647,0.000126971,0.113979148,0.160526666,0
0.033099055,0,0.026553981,0.005530844,0.001026567,0.081148389,0.000442416,0.030562696,0.008676244,0.000116563,0.291021358,0.140070173,0
0.010452019,0,0.02460398,0.021192264,0.000254183,0.244248807,0.000494072,0.014215002,0.003085758,0.000128433,0.050409961,0.127709164,0
0.048148673,0,0.054127033,0.002943362,0.001010681,0.136125156,0.00033903,0.063328584,0.005107244,8550000000,0,0.108747786,0
0.017566578,0,0.061743609,0.015770265,0.00044936,0.135634013,0.000447856,0.018039746,0.001718578,0.000131264,0,0.182043361,0
0.039202626,0,0.023043991,0.003634782,0.002220321,0.040375235,0.00045382,0.024335003,0.003830722,0.000117372,0.189189189,0.106503649,0
0.034301188,0,0.040964702,0.003797576,0.001233091,0.070962943,0.000468244,0.021835113,0.002337931,0.000126327,0.086952121,0.110935376,0
0.0323709,0,0.028688846,0.000684884,0.02197399,0.009294149,0.000473809,0.08283125,0.003598906,7050000000,0.268346999,0.02543216,0
0.021646494,0,0.040794077,0.006841318,0.000692195,0.118361725,0.000506499,0.017646108,0.001374782,0.000114762,0.052839356,0.101685877,0
0.031996277,0,0.03578686,0.00547752,0.000391109,0.172714537,0.000449778,0.019255908,0.001094406,0.000139779,0.447110031,0.127846015,0
0.009090408,0,0.079647283,0.057024288,0.000307138,0.265011255,0.000497615,0.009635298,0.000505752,0.000123711,0.061139791,0.382843987,0
0.006597085,0,0.018620506,0.088468305,0.000486428,0.078488404,0.000461656,0.015807177,0.000501578,0.000476337,0.012653103,0.652331631,0
0.014186379,0,0.015332044,0.018276351,0.011122786,0.013732883,0.000512313,0.053978232,0.002303398,6270000000,0.230590141,0.253856222,0
0.01328166,0,0.038622924,0.014842358,0.001053045,0.164037545,0.000576521,0.022125935,0.00075392,580000000,0.232108513,0.187545935,0
0.030166973,0,0.020922133,0.002019896,0.000743637,0.191367474,0.000451874,0.055361838,0.0009405,6700000000,0.106083612,0.046614682,0
0.030878276,0,0.025787732,0.00280754,0.004211423,0.059799023,0.00061263,0.152528531,0.048205834,4870000000,0.009616358,0.078480072,0
0.021600027,0,0.037426218,0.008135214,0.000377492,0.143636077,0.000811167,0.009799803,0.000381096,0.000256526,0.584775787,0.132231078,0
0.021665109,0,0.039764548,0.010342995,0.000671014,0.185453629,0.000500285,0.024752141,0.000646177,0.000114787,0,0.214951177,0
0.039603329,0,0.021832987,0.000150905,0.001442641,0.09075206,0.000506724,0.020075496,0.002144026,0.000128091,0.241927321,0.006116673,0
0.031973556,0,0.005239314,0.004190871,0.003384571,0.026988576,0.000488108,0.163879383,0.00161438,0.000118336,0.166818504,0.083696309,0
0.026183017,0,0.046942779,0.006376533,0.000441795,0.233033258,0.000460383,0.035503723,0.000342996,0.000107752,0,0.142970346,0
0.019919005,0,0.04708129,0.010430319,0.000511392,0.182345416,0.000466447,0.014109249,0.000547737,0.000136977,0.103451766,0.188034991,0
0.012298897,0,0.047949234,0.044521303,0.006725265,0.020340108,0.000533625,0.014238503,0.00035795,0.000118346,0.157404596,0.638042208,0
0.023115149,0,0.067703245,0.006729098,0.000795079,0.150663651,0.000479673,0.015974619,0.000483078,7050000000,0,0.145414481,0
0.027812099,0,0.025534537,0.007150029,0.016267728,0.010213835,0.000523942,0.080193293,0.002284739,7150000000,0.172689543,0.19132028,0
0.028287319,0,0.046629417,0.00119945,0.001654461,0.063752487,0.000760011,0.012901899,0.000703925,0.00015431,0.080372507,0.032229042,0
0.024581866,0,0.039124783,0.010222322,0.001171059,0.131606545,0.000485213,0.050837948,0.00063028,8480000000,0.111549752,0.207431027,0
0.013604836,0,0.042621036,0.024314695,0.02045343,0.00262878,0.000532477,0.0032196,0.001094066,0.000229944,0,0.240741101,0
0.034796018,0,0.041474591,0.004360663,0.003308165,0.272238612,0.000822846,0.19596375,0.000247205,1230000000,0.272902116,0.130019033,0
0.021299125,0,0.00877326,0.004021934,0.0950025,0.001755751,0.000768944,0.253252648,0.004369885,3910000000,0.245470189,0.07461428,0
0.032671621,0,0.027967565,0.008358679,0.000413804,0.245401319,0.000629549,0.023112965,0.000681415,0.000100125,0.006680838,0.227345478,0
0.015379295,0,0.04279589,0.015506965,0.001018246,0.086079229,0.000467845,0.010642892,0.000408567,0.000194054,0.096973378,0.255552773,0
0.018801966,0,0.042351439,0.015110926,0.000311677,0.096229595,0.000564019,0.011077655,0.000781293,0.000163408,0.007186962,0.166337183,0
0.015300248,0,0.106587389,0.019477335,0.007545309,0.018199021,0.000471813,0.014194439,0.000121241,0.000108613,0,0.340314611,0
0.026391152,0,0.039714757,0.004377505,0.000294278,0.241758401,0.000495669,0.013768488,0.000535303,0.000100659,0.060734892,0.078276039,0
0.032920895,0,0.053674953,0.006797765,0.000200472,0.220050149,0.000432809,0.007273475,0.000240336,0.000237741,0,0.15496006,0
0.044553211,0,0.013707092,0.000919328,0.000867703,0.094856159,0.00045926,0.035776919,0.004557321,8790000000,0,0.021628773,0
0.030774451,0,0.020899827,0.004108956,0.00116425,0.103653105,0.000514959,0.032548507,0.027679169,8980000000,0.050005061,0.108568523,0
0.028683203,0,0.03699351,0.002436449,0.00695524,0.036208197,0.000448854,0.072802315,0.00302079,5040000000,0.383338395,0.077572249,0
0.025530204,0,0.052903212,0.001137554,0.00114912,0.129064065,0.000245801,0.054997576,0.00131845,4790000000,0,0.030028591,0
0.020366166,0,0.015815726,0.009692272,0.000178533,0.32984755,0.000518352,0.014914149,0.002409403,0.000148861,0.387286163,0.106226669,0
0.016295646,0,0.036742672,0.003714762,0.002295971,0.034559646,0.000485787,0.029355346,0.002533917,0.00016952,0.164085434,0.058191035,0
0.008324571,0,0.022841192,0.037103306,0.000903258,0.125650209,0.00041569,0.086647181,0.001130056,6430000000,0.099706448,0.282351311,0
0.018311096,0,0.015570599,0.00623215,0.001337488,0.059098234,0.000418385,0.095022252,0.003122667,0.000148564,0,0.081611881,0
0.020057306,0,0.044902948,0.02720107,0.001137773,0.019837591,0.000445211,0.029693169,0.000444943,0.00019215,0,0.594096166,0
0.007995464,0,0.023734407,0.063321278,0.000679335,0.104309727,0.000446134,0.021541354,0.001641686,0.000226926,0.081384756,0.517937861,0
0.012948186,0,0.023253555,0.025584395,0.000257209,0.273898153,0.000504353,0.020712953,0.002114447,0.000132207,0.066707157,0.237461255,0
0.037024422,0,0.021465958,0.008626171,0.000262505,0.264746937,0.000455692,0.02053376,0.002948853,0.000104432,0.218645612,0.171469264,0
0.020521631,0,0.021405488,0.00589431,0.003400457,0.038883541,0.000573452,0.101523141,0.00628999,7750000000,0.217329689,0.117494648,0
0.031883362,0,0.030160613,0.004251159,0.000484159,0.174532534,0.000471388,0.035562475,0.000680189,0.000129242,0.022978034,0.104441555,0
0.016885515,0,0.050037642,0.016016106,0.000128605,0.480792244,0.000437251,0.007059031,0.001349966,0.000103475,0.288895637,0.129477051,0
0.031164334,0,0.034358605,0.001607172,0.014853833,0.004769959,0.000397199,0.125476257,0.002698328,6440000000,0,0.058110073,0
0.009833627,0,0.026930687,0.048525671,0.000655884,0.093423521,0.000512813,0.02498421,0.001434832,0.000242878,0.227047272,0.512906163,0
0.027686183,0,0.026559562,0.002988534,0.002277058,0.059634014,0.000468319,0.244904014,0.002842075,5610000000,0.205486385,0.087958866,0
0.021410006,0,0.04101788,0.012210386,0.000412291,0.154981598,0.00050303,0.013321975,0.001779223,0.000156136,0.057293248,0.201244305,0
0.035966938,0,0.02456029,0.006136718,0.000740611,0.1786709,0.000469966,0.031872861,0.002403085,6280000000,0.230387691,0.182203196,0
0.03141563,0,0.011168113,0.016164544,0.000953944,0.0517722,0.000492824,0.094563988,0.011465804,0.000323125,0.084826399,0.478909502,0
0.0209699,0,0.031355966,0.012651787,0.000264774,0.234349615,0.000424624,0.011024779,0.001554384,0.000231458,0,0.231616597,0
0.011231663,0,0.028871918,0.035763211,0.000273852,0.313838003,0.000513736,0.016738393,0.001388228,0.000123057,0.057293248,0.297623428,0
0.025319525,0,0.029880355,0.001892181,0.000852573,0.093784688,0.000403138,0.028230248,0.001740034,0.000116068,0,0.04498587,0
0.044344969,0,0.052566673,0.011681236,7560000000,0.291614536,0.000384447,0.005557922,0.000543839,0.000431063,0,0.337837266,0
0.023157142,0,0.032196634,0.007884603,0.000871485,0.106404406,0.000554661,0.024020681,0.002633254,0.00013175,0.119141614,0.168491234,0
0.016941762,0,0.012238582,0.013705881,0.00010364,0.244174086,0.000479449,0.006967966,0.004510715,0.000241604,0.185747545,0.102952338,0
0.016573484,0,0.030948922,0.005921932,0.000260235,0.286709457,0.000463652,0.015152094,0.002791625,0.000121549,0.200627594,0.05870917,0
0.03695974,0,0.036772923,0.001684983,0.00095697,0.121748473,0.000503255,0.045996798,0.002991593,6030000000,0.189695313,0.046079674,0
0.021736345,0,0.032017422,0.011379547,0.006680632,0.02268298,0.000442316,0.142382092,0.026508926,0.000104414,0.113169349,0.26352148,0
0.012374329,0,0.038822964,0.015418783,0.002125002,0.071989738,0.000559976,0.019775862,0.000960331,0.000126949,0.062658164,0.179256678,0
0.01089147,0,0.02825168,0.028670016,0.000673283,0.137235713,0.000565891,0.030994521,0.001009022,0.00010964,0.113574248,0.248855712,0
0.016596492,0,0.025191024,0.025854393,0.000488698,0.212743739,0.000534198,0.019925679,0.0012104,0.000130952,0.208017006,0.363204532,0
0.023216916,0,0.03626177,0.02310696,0.000364632,0.271613776,0.000474233,0.006280569,0.000626493,9570000000,0,0.398818092,0
0.025956544,0,0.030838494,0.008952241,0.000821557,0.145736813,0.000477552,0.048531939,0.001480528,7590000000,0.276444984,0.153612685,0
0.029983806,0,0.045039338,0.003328744,0.000247375,0.348051615,0.000477078,0.012346694,0.000878417,7440000000,0.120761211,0.068092907,0
0.027816387,0,0.034397131,0.005496207,0.000826852,0.104569199,0.00056085,0.013609859,0.001053385,9330000000,0.261362486,0.128653593,0
0.035876699,0,0.012928149,0.003780132,0.001678669,0.066018313,0.000458063,0.073090199,0.00230077,8840000000,0.194655329,0.102784897,0
0.019631498,0,0.02965858,0.013412391,0.019333056,0.010569785,0.000728518,0.088239355,0.002843296,858000000,0,0.299006787,0
0.043124596,0,0.046619083,0.001829197,0.010662079,0.023802587,0.000435629,0.343648194,0.001622553,2450000000,0,0.069569751,0
0.035221066,0,0.082677205,0.001946584,0.000141465,0.464825011,0.000350035,0.011709237,0.000781997,0.0001493,0,0.040788388,1
0.018729483,0,0.007707157,0.012917277,0.000897206,0.035857118,0.000493049,0.027639793,0.001436691,0.000188284,0.128960421,0.09348943,0
0.031732263,0,0.016734463,0.010327191,0.003569913,0.031834419,0.0004926,0.172142826,0.102348186,0.000105131,0.086648446,0.225589991,0
0.144122341,0,0.020265215,0.000689939,0.000302599,0.068558583,0.000448056,0.01487596,0.002525087,3690000000,0.573438607,0.012625557,0
0.032217914,0,0.014826245,0.006740551,0.002709018,0.039691861,0.000498289,0.178367581,0.055942769,8210000000,0.123393056,0.163607018,0
0.03725613,0,0.007891754,0.007855034,0.008598353,0.016050154,0.000469716,0.387083413,0.149680066,8420000000,0.159732766,0.245654145,0
0.026244962,0,0.022577981,0.005779545,0.001751292,0.082318016,0.000525464,0.125273563,0.033070458,7030000000,0,0.107456154,0
0.027331033,0,0.036967806,0.006058168,0.000867703,0.148359975,0.000487659,0.058507998,0.007290223,7250000000,0.200425144,0.108441431,0
0.056694258,0,0.094152822,0.00152114,0.00171725,0.073250888,0.000304793,0.126319346,0.077628325,6500000000,0,0.046787389,0
0.036062479,0,0.007546968,0.001115349,0.006865974,0.008758848,0.000476155,0.446822261,0.130179289,7770000000,0.133819212,0.027793854,0
0.033455768,0,0.019167467,0.000624996,0.010601559,0.022730572,0.000475306,0.257400526,0.074495897,6440000000,0.108715457,0.019871487,0
0.038508168,0,0.01155298,0.001370396,0.003303626,0.030939485,0.000497715,0.118285034,0.289674216,8110000000,0.199817795,0.040767482,0
0.018164889,0,0.046316122,0.019137858,0.000536357,0.088067717,0.000407206,0.024011868,0.00313497,0.000272506,0,0.235598318,0
0.025946598,0,0.0272818,0.000370882,0.000938814,0.059716732,0.000455118,0.04493339,0.00922711,0.000164444,0.936734487,0.005886742,0
0.038402186,0,0.0466326,0.006868257,0.000787514,0.128594793,0.000376936,0.036755137,0.002918525,9470000000,0,0.179841784,0
0.027054875,0,0.02555036,0.012322075,0.001664295,0.064259,0.000456565,0.087267012,0.007413022,0.000129683,0.196274927,0.27564561,0
0.023841257,0,0.037217781,0.011479885,0.001180893,0.101097677,0.000446109,0.048752258,0.02630031,492000000,0,0.145087744,0
0.033024872,0,0.025277464,0.00496658,0.002056917,0.066250855,0.000457589,0.109469324,0.040566922,6130000000,0.110638729,0.141854892,0
0.014709481,0,0.023831072,0.013115142,0.00071489,0.094831347,0.000460633,0.024352628,0.005207419,984000000,0,0.100247511,0
0.034035993,0,0.01638789,0.002899493,0.004833264,0.043229712,0.000455867,0.401351292,0.167493297,7430000000,0.174309141,0.097569802,0
0.039109931,0,0.020022682,0.001406147,0.004172842,0.033744369,0.000521796,0.097260697,0.009465247,4440000000,0.084219051,0.027017711,0
0.021149098,0,0.006404981,0.009295079,0.000258722,0.120492372,0.000501159,0.033664792,0.004860377,0.000160896,0.108816682,0.063546374,0
0.010146135,0,0.016931532,0.01908981,0.000497776,0.106079005,0.000476155,0.027254968,0.015380282,0.000129595,0.105881162,0.09315472,0
0.007822629,0,0.014069845,0.025513335,0.001230822,0.049891872,0.000466323,0.019520291,0.003294338,0.000249292,0.204980261,0.204836984,0
0.024103651,0,0.026670198,0.005501431,0.004012464,0.039904429,0.000567088,0.131189871,0.003458669,8710000000,0.227857071,0.136638348,0
0.018321043,0,0.020967876,0.010037268,0.000124822,0.328765506,0.000440046,0.013333725,0.003002977,0.000185912,0,0.088899272,0
0.018022909,0,0.033619286,0.02201151,0.000319242,0.194754364,0.000478201,0.011136407,0.00413731,0.000222279,0,0.309898794,0
0.044585371,0,0.044926944,8870000000,0.000576451,0.089789196,0.000395801,0.128419723,0.001020836,0.000136309,0,0.002118002,0
0.043855973,0,0.017085295,0.000503603,0.006580774,0.031542266,0.000470565,0.352134894,0.00692794,8510000000,0.133819212,0.022670217,0
0.021978789,0,0.04079591,0.009063824,0.000286713,0.2705347,0.000477377,0.014429446,0.001516038,7680000000,0.16631238,0.104317427,0
0.034578158,0,0.070664309,0.002042294,0.000887372,0.170569123,0.000372394,0.035277529,0.002885899,5700000000,0,0.060964228,0
0.011776915,0,0.001044206,0.060267862,8170000000,0.061872756,0.000636112,0.004344697,0.01955755,0.000787553,0.041400952,0.154248027,0
0.027832724,0,0.010414354,0.010577557,0.000671014,0.054489084,0.000485862,0.056583876,0.001758423,0.000251599,0.230488916,0.155681385,0
0.021355996,0,0.036819069,0.020627675,0.024571803,0.007723293,0.000456615,0.112879867,0.009739568,4720000000,0.10162972,0.389251903,0
0.020267664,0,0.019088804,0.012017378,0.000538626,0.131987723,0.000478051,0.091432516,0.003639579,0.000104503,0.230590141,0.136139926,0
0.034830986,0,0.030214855,0.005648507,0.001538716,0.055426599,0.000453396,0.060467371,0.010320753,0.00010944,0,0.14348818,0
0.01128483,0,0.01989628,0.023966471,0.00023754,0.252884935,0.000471413,0.012191002,0.00337942,0.000165968,0.094645207,0.166086268,0
0.056436982,0,0.065031696,0.007958263,0.000556026,0.156576173,0.000350909,0.04688395,0.003028005,0.000101129,0,0.282259676,0
0.015633192,0,0.055281187,0.012059619,0.000337398,0.124984204,0.00044848,0.013345475,0.001721848,0.000252616,0,0.149815182,0
0.028452335,0,0.018754579,0.01329404,0.002632612,0.035441048,0.000476529,0.028767828,0.003911757,0.000103952,0.167324628,0.240847413,0
0.039215184,0,0.035822105,0.001358825,0.001162737,0.087563935,0.000450876,0.025154591,0.002482336,0.000125629,0,0.042299963,0
0.028414448,0,0.03287428,0.002270818,0.028855094,0.006201662,0.000471039,0.072896318,0.003061578,610000000,0.244255491,0.07467126,0
0.017483782,0,0.033640116,0.005981225,0.000639997,0.165435303,0.000505301,0.014385383,0.001520169,8530000000,0.164692783,0.068051731,0
0.026530382,0,0.034834574,0.006677976,0.000512149,0.118193048,0.000512962,0.02342435,0.001274641,0.000170211,0.018524142,0.146124816,0
0.009485252,0,0.099740314,0.047260209,0.000238297,0.312897694,0.000408878,0.007529045,0.000412992,0.000118414,0.221986031,0.31727126,0
0.007339607,0,0.023343498,0.064016866,0.00035631,0.125219932,0.000426795,0.011544732,0.000451393,0.000415253,0.133211864,0.494646461,0
0.017210521,0,0.013419917,0.012873193,0.020203785,0.007714013,0.000609411,0.093529956,0.003528089,6260000000,0.189897763,0.210530999,0
0.012258519,0,0.040841302,0.011619018,0.001040941,0.146764421,0.0004924,0.018841708,0.000854756,4880000000,0.212572123,0.1381342,0
0.019302705,0,0.025546415,0.005623804,0.000590068,0.209702856,0.000502432,0.04622593,0.000829277,620000000,0.223403178,0.062322221,0
0.031183319,0,0.026594809,0.005030775,0.005754678,0.051931043,0.00048162,0.218171937,0.056773889,4780000000,0.192124709,0.149153811,0
0.025102355,0,0.022370727,0.006084507,0.003035825,0.007922065,0.000691062,0.047107207,0.00086079,0.000133493,0.102540743,0.152522519,0
0.02077711,0,0.047673162,0.010847671,0.000430447,0.252479828,0.000457139,0.021620669,0.000528379,0.000116178,0,0.195897149,0
0.035621058,0,0.023187951,0.002292659,0.001955547,0.081404878,0.000570482,0.038220995,0.003106933,0.000106521,0.20872558,0.086648499,0
0.037718134,0,0.004902441,0.007249292,0.003688683,0.020697034,0.000458886,0.151779446,0.001995587,0.000163737,0.179269157,0.192244657,0
0.028726141,0,0.055596753,0.005383468,0.000375979,0.29689352,0.000406232,0.03942247,0.000272536,7090000000,0,0.117096408,0
0.015367583,0,0.055063463,0.004948692,0.000448603,0.187849714,0.000459535,0.012537638,0.000504263,0.000158574,0.100819921,0.067785769,0
0.021262319,0,0.045750762,0.024676363,0.001078766,0.217508039,0.000532701,0.015202033,0.000487993,7140000000,0.168134427,0.374938795,0
0.022532163,0,0.058597378,0.001166885,0.000767089,0.116434629,0.000580639,0.014928837,0.000606102,5470000000,0,0.020818479,0
0.024938688,0,0.047950857,0.007297128,0.009279958,0.02848649,0.000465948,0.06973547,0.002091506,5870000000,0.118129365,0.164217919,0
0.025258426,0,0.036791932,0.000500901,0.002559988,0.04257513,0.000704961,0.024011868,0.001078873,0.000110129,0.072578196,0.010036757,0
0.030158009,0,0.032481334,0.006895522,0.00146458,0.089280757,0.000476729,0.062647063,0.000809874,999000000,0.228970544,0.181858502,0
0.014079082,0,0.031396263,0.019284926,0.029045731,0.001535114,0.000515982,0.021238782,0.001326274,0.000191873,0.092418261,0.181560193,0
0.039159936,0,0.023951121,0.000699862,0.001389686,0.167404427,0.000465424,0.249883231,0.000368337,633000000,0.373620812,0.027286821,0
0.010820353,0,0.007450846,0.032129382,0.080737979,0.003419623,0.000548422,0.301714084,0.00482382,5290000000,0.273610689,0.314706154,0
0.017882438,0,0.032168792,0.009475894,0.000438012,0.326376288,0.000654404,0.024508321,0.000781343,7100000000,0.018726592,0.127752043,0
0.025984257,0,0.02844097,0.014865329,0.004161494,0.038354789,0.000649039,0.043241338,0.001032943,0.000109043,0.219556635,0.383727682,0
0.029134421,0,0.02427517,0.021050708,0.001069688,0.00785773,0.000608413,0.017543293,0.001125019,0.00021798,0.02793805,0.349707751,0
0.015291739,0,0.097578775,0.012900234,0.008776887,0.017065332,0.000505825,0.014911211,0.000151209,8150000000,0.074805142,0.227975539,0
0.017628697,0,0.058952544,0.007154314,0.000181559,0.330505191,0.000525464,0.0060485,0.000541002,686000000,0,0.086536489,0
0.018470741,0,0.037274118,0.010074574,0.000390353,0.183615642,0.000561174,0.01527841,0.000681322,0.000137887,0.126227351,0.14959477,0
0.024788579,0,0.0572502,0.002381917,0.000606711,0.142492196,0.000519001,0.02819206,0.000293208,0.000148797,0.454094544,0.052490391,0
0.046663414,0,0.011468552,0.001889755,0.001006142,0.07973603,0.000451799,0.035303967,0.004481084,9970000000,0.113068124,0.047663162,0
0.028951791,0,0.021981043,0.005423904,0.001411625,0.08841918,0.000556857,0.046745884,0.026656925,8130000000,0.114890171,0.12092296,0
0.024049054,0,0.039391806,0.003552962,0.00565709,0.041056908,0.00043478,0.057362337,0.002305244,5500000000,0,0.093084968,0
0.025172618,0,0.038020573,0.000958253,0.001046993,0.13470176,0.000274623,0.056845321,0.00115273,4850000000,0,0.024996071,0
0.015347591,0,0.009727892,0.018974432,0.000186855,0.290517147,0.000484739,0.016227252,0.002567819,0.000173235,0.233626885,0.167895774,0
0.024545408,0,0.032554249,0.003519846,0.0032832,0.02128099,0.000497066,0.031414597,0.002801181,0.000157845,0.155278874,0.080589548,0
0.003861829,0,0.029077133,0.154508345,0.0006869,0.174277572,0.00038547,0.061049014,0.000765519,0.000127847,0,0.575112986,0
0.016519534,0,0.01231974,0.014858904,0.002342874,0.004698026,0.000446434,0.134917674,0.002638263,0.0001451,0.07601984,0.170677306,0
0.018890504,0,0.035655376,0.0311249,0.009409319,0.014660344,0.000570782,0.065749159,0.000653708,0.000140685,0.205486385,0.676775377,0
0.017171132,0,0.024461115,0.007974512,0.001034132,0.083030164,0.000434306,0.032851079,0.001845195,0.00013591,0.14343557,0.132403682,0
0.014285901,0,0.024420496,0.028547348,0.000349502,0.246877768,0.000513237,0.025418974,0.00242358,0.00010396,0.105881162,0.283788478,0
0.035996511,0,0.019053496,0.00618064,0.0002852,0.253515171,0.00044853,0.018718329,0.002869001,9770000000,0.184127948,0.120667381,0
0.020683314,0,0.019951134,0.004150883,0.005143428,0.027358249,0.000561798,0.131624635,0.008820602,8510000000,0.237574653,0.08218307,0
0.038301258,0,0.026119975,0.00344495,0.000570399,0.131984339,0.000530405,0.028808954,0.000879488,0.000148525,0.041198502,0.099634283,0
0.01469952,0,0.026857386,0.024275737,0.000152813,0.415154173,0.000488881,0.008942027,0.001522223,0.000119454,0.240813848,0.181447079,0
0.030986408,0,0.041584041,0.003200708,0.028013112,0.005945619,0.000364933,0.098074409,0.00140347,7340000000,0,0.114227342,0
0.01006298,0,0.03725462,0.026713606,0.000798105,0.078625022,0.000466672,0.02367992,0.001517364,0.000248394,0.204777812,0.293180981,0
